epoch,step,train_loss,val_auc,val_f1
0,0,0.7116665840148926,,
0,0,,0.6666666865348816,0.6666666865348816
1,1,0.6809172630310059,,
1,1,,0.7333333492279053,0.6666666865348816
2,2,0.6565021276473999,,
2,2,,0.9333333373069763,0.6666666865348816
